root@ubuntu-s-1vcpu-1gb-nyc1-01:~# tcpdump -i eth0 tcp
tcpdump: verbose output suppressed, use -v or -vv for full protocol decode
listening on eth0, link-type EN10MB (Ethernet), capture size 262144 bytes
00:18:36.531905 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 90388:90672, ack 37, win 501, length 284
00:18:36.532382 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 81916, win 513, length 0
00:18:36.532395 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 90672:90836, ack 37, win 501, length 164
00:18:36.532461 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 90836:91120, ack 37, win 501, length 284
00:18:36.532501 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 91120:91284, ack 37, win 501, length 164
00:18:36.533086 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 82736, win 510, length 0
00:18:36.533094 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 91284:91448, ack 37, win 501, length 164
00:18:36.533140 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 91448:91732, ack 37, win 501, length 284
00:18:36.533179 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 91732:91896, ack 37, win 501, length 164
00:18:36.533220 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 91896:92060, ack 37, win 501, length 164
00:18:36.533257 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 92060:92224, ack 37, win 501, length 164
00:18:36.540159 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 83184, win 508, length 0
00:18:36.540180 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 92224:92388, ack 37, win 501, length 164
00:18:36.540280 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 92388:92672, ack 37, win 501, length 284
00:18:36.540327 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 92672:92836, ack 37, win 501, length 164
00:18:36.540936 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 83796, win 513, length 0
00:18:36.540943 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 92836:93000, ack 37, win 501, length 164
00:18:36.540993 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 93000:93284, ack 37, win 501, length 284
00:18:36.541028 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 93284:93448, ack 37, win 501, length 164
00:18:36.543643 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 84288, win 511, length 0
00:18:36.543660 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 93448:93612, ack 37, win 501, length 164
00:18:36.543744 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 93612:93896, ack 37, win 501, length 284
00:18:36.543783 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 93896:94060, ack 37, win 501, length 164
00:18:36.545012 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 85720, win 513, length 0
00:18:36.545023 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 94060:94224, ack 37, win 501, length 164
00:18:36.545080 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 94224:94508, ack 37, win 501, length 284
00:18:36.545119 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 94508:94672, ack 37, win 501, length 164
00:18:36.545156 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 94672:94836, ack 37, win 501, length 164
00:18:36.545193 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 94836:95000, ack 37, win 501, length 164
00:18:36.545242 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 95000:95164, ack 37, win 501, length 164
00:18:36.545278 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 95164:95328, ack 37, win 501, length 164
00:18:36.545331 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 95328:95492, ack 37, win 501, length 164
00:18:36.546965 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 92224, win 513, length 0
00:18:36.547009 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 95492:95656, ack 37, win 501, length 164
00:18:36.547114 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 95656:95940, ack 37, win 501, length 284
00:18:36.547164 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 95940:96104, ack 37, win 501, length 164
00:18:36.547206 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 96104:96268, ack 37, win 501, length 164
00:18:36.547245 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 96268:96432, ack 37, win 501, length 164
00:18:36.547282 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 96432:96596, ack 37, win 501, length 164
00:18:36.547328 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 96596:96760, ack 37, win 501, length 164
00:18:36.547369 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 96760:96924, ack 37, win 501, length 164
00:18:36.547407 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 96924:97088, ack 37, win 501, length 164
00:18:36.547445 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 97088:97252, ack 37, win 501, length 164
00:18:36.547482 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 97252:97416, ack 37, win 501, length 164
00:18:36.547518 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 97416:97580, ack 37, win 501, length 164
00:18:36.547555 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 97580:97744, ack 37, win 501, length 164
00:18:36.547592 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 97744:97908, ack 37, win 501, length 164
00:18:36.547629 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 97908:98072, ack 37, win 501, length 164
00:18:36.547667 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 98072:98236, ack 37, win 501, length 164
00:18:36.547713 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 98236:98400, ack 37, win 501, length 164
00:18:36.547762 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 98400:98564, ack 37, win 501, length 164
00:18:36.547798 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 98564:98728, ack 37, win 501, length 164
00:18:36.547833 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 98728:98892, ack 37, win 501, length 164
00:18:36.547870 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 98892:99056, ack 37, win 501, length 164
00:18:36.547906 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 99056:99220, ack 37, win 501, length 164
00:18:36.547971 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 99220:99384, ack 37, win 501, length 164
00:18:36.548009 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 99384:99548, ack 37, win 501, length 164
00:18:36.548046 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 99548:99712, ack 37, win 501, length 164
00:18:36.548082 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 99712:99876, ack 37, win 501, length 164
00:18:36.548119 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 99876:100040, ack 37, win 501, length 164
00:18:36.548157 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 100040:100212, ack 37, win 501, length 172
00:18:36.548204 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 100212:100384, ack 37, win 501, length 172
00:18:36.548261 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 100384:100556, ack 37, win 501, length 172
00:18:36.548299 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 100556:100728, ack 37, win 501, length 172
00:18:36.548335 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 100728:100900, ack 37, win 501, length 172
00:18:36.548372 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 100900:101072, ack 37, win 501, length 172
00:18:36.548409 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 101072:101244, ack 37, win 501, length 172
00:18:36.548445 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 101244:101416, ack 37, win 501, length 172
00:18:36.548482 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 101416:101588, ack 37, win 501, length 172
00:18:36.555733 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 93448, win 508, length 0
00:18:36.555787 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 101588:101760, ack 37, win 501, length 172
00:18:36.555964 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 101760:102044, ack 37, win 501, length 284
00:18:36.556029 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 102044:102216, ack 37, win 501, length 172
00:18:36.556069 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 102216:102388, ack 37, win 501, length 172
00:18:36.556107 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 102388:102560, ack 37, win 501, length 172
00:18:36.556144 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 102560:102732, ack 37, win 501, length 172
00:18:36.557131 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 94060, win 513, length 0
00:18:36.557139 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 102732:102904, ack 37, win 501, length 172
00:18:36.557191 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 102904:103188, ack 37, win 501, length 284
00:18:36.557228 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 103188:103360, ack 37, win 501, length 172
00:18:36.560440 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 94224, win 512, length 0
00:18:36.560456 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 103360:103532, ack 37, win 501, length 172
00:18:36.560581 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 95492, win 507, length 0
00:18:36.560581 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 97416, win 513, length 0
00:18:36.560591 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 103532:103816, ack 37, win 501, length 284
00:18:36.560662 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 103816:104212, ack 37, win 501, length 396
00:18:36.560701 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 104212:104384, ack 37, win 501, length 172
00:18:36.560739 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 104384:104556, ack 37, win 501, length 172
00:18:36.560775 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 104556:104728, ack 37, win 501, length 172
00:18:36.560812 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 104728:104900, ack 37, win 501, length 172
00:18:36.560848 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 104900:105072, ack 37, win 501, length 172
00:18:36.560884 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 105072:105244, ack 37, win 501, length 172
00:18:36.560920 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 105244:105416, ack 37, win 501, length 172
00:18:36.560957 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 105416:105588, ack 37, win 501, length 172
00:18:36.560993 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 105588:105760, ack 37, win 501, length 172
00:18:36.561029 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 105760:105932, ack 37, win 501, length 172
00:18:36.561065 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 105932:106104, ack 37, win 501, length 172
00:18:36.561101 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 106104:106276, ack 37, win 501, length 172
00:18:36.561137 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 106276:106448, ack 37, win 501, length 172
00:18:36.561173 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 106448:106620, ack 37, win 501, length 172
00:18:36.561210 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 106620:106792, ack 37, win 501, length 172
00:18:36.561246 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 106792:106964, ack 37, win 501, length 172
00:18:36.563430 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 101588, win 513, length 0
00:18:36.563457 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 106964:107136, ack 37, win 501, length 172
00:18:36.563541 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 107136:107420, ack 37, win 501, length 284
00:18:36.563586 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 107420:107592, ack 37, win 501, length 172
00:18:36.563623 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 107592:107764, ack 37, win 501, length 172
00:18:36.563660 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 107764:107936, ack 37, win 501, length 172
00:18:36.563697 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 107936:108108, ack 37, win 501, length 172
00:18:36.563733 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 108108:108280, ack 37, win 501, length 172
00:18:36.563769 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 108280:108452, ack 37, win 501, length 172
00:18:36.563805 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 108452:108624, ack 37, win 501, length 172
00:18:36.563841 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 108624:108796, ack 37, win 501, length 172
00:18:36.563878 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 108796:108968, ack 37, win 501, length 172
00:18:36.563925 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 108968:109140, ack 37, win 501, length 172
00:18:36.563961 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 109140:109312, ack 37, win 501, length 172
00:18:36.564002 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 109312:109484, ack 37, win 501, length 172
00:18:36.564043 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 109484:109656, ack 37, win 501, length 172
00:18:36.564081 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 109656:109828, ack 37, win 501, length 172
00:18:36.564118 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 109828:110000, ack 37, win 501, length 172
00:18:36.564154 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 110000:110172, ack 37, win 501, length 172
00:18:36.564190 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 110172:110344, ack 37, win 501, length 172
00:18:36.564226 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 110344:110516, ack 37, win 501, length 172
00:18:36.564260 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 110516:110688, ack 37, win 501, length 172
00:18:36.564296 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 110688:110860, ack 37, win 501, length 172
00:18:36.564330 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 110860:111032, ack 37, win 501, length 172
00:18:36.564367 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 111032:111204, ack 37, win 501, length 172
00:18:36.564402 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 111204:111376, ack 37, win 501, length 172
00:18:36.569262 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 101760, win 512, length 0
00:18:36.569280 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 111376:111548, ack 37, win 501, length 172
00:18:36.570243 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 102732, win 508, length 0
00:18:36.570253 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 111548:111832, ack 37, win 501, length 284
00:18:36.570314 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 111832:112116, ack 37, win 501, length 284
00:18:36.570354 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 112116:112288, ack 37, win 501, length 172
00:18:36.570394 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 112288:112460, ack 37, win 501, length 172
00:18:36.570432 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 112460:112632, ack 37, win 501, length 172
00:18:36.570915 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 103360, win 513, length 0
00:18:36.570922 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 112632:112804, ack 37, win 501, length 172
00:18:36.570985 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 112804:113088, ack 37, win 501, length 284
00:18:36.571022 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 113088:113260, ack 37, win 501, length 172
00:18:36.571059 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 113260:113432, ack 37, win 501, length 172
00:18:36.574349 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 103816, win 511, length 0
00:18:36.574349 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 104556, win 508, length 0
00:18:36.574367 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 113432:113604, ack 37, win 501, length 172
00:18:36.574471 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 113604:114000, ack 37, win 501, length 396
00:18:36.574518 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 114000:114172, ack 37, win 501, length 172
00:18:36.574558 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 114172:114344, ack 37, win 501, length 172
00:18:36.574597 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 114344:114516, ack 37, win 501, length 172
00:18:36.575933 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 106276, win 513, length 0
00:18:36.575945 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 114516:114688, ack 37, win 501, length 172
00:18:36.576005 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 114688:114972, ack 37, win 501, length 284
00:18:36.576047 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 114972:115144, ack 37, win 501, length 172
00:18:36.576085 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 115144:115316, ack 37, win 501, length 172
00:18:36.576121 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 115316:115488, ack 37, win 501, length 172
00:18:36.576155 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 115488:115660, ack 37, win 501, length 172
00:18:36.576195 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 115660:115832, ack 37, win 501, length 172
00:18:36.576229 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 115832:116004, ack 37, win 501, length 172
00:18:36.576263 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 116004:116176, ack 37, win 501, length 172
00:18:36.576286 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 106964, win 510, length 0
00:18:36.576320 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 116176:116460, ack 37, win 501, length 284
00:18:36.576358 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 116460:116632, ack 37, win 501, length 172
00:18:36.576413 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 116632:116804, ack 37, win 501, length 172
00:18:36.576488 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 116804:116976, ack 37, win 501, length 172
00:18:36.576554 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 116976:117148, ack 37, win 501, length 172
00:18:36.577106 IP 69.166.116.10.5276 > ubuntu-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 108624, win 513, length 0
00:18:36.577114 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 117148:117320, ack 37, win 501, length 172
00:18:36.577161 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 117320:117604, ack 37, win 501, length 284
00:18:36.577199 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 117604:117776, ack 37, win 501, length 172
00:18:36.577235 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 117776:117948, ack 37, win 501, length 172
00:18:36.577271 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 117948:118120, ack 37, win 501, length 172
00:18:36.577305 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 118120:118292, ack 37, win 501, length 172
00:18:36.577341 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 118292:118464, ack 37, win 501, length 172
00:18:36.577375 IP ubuntu-s-1vcpu-1gb-nyc1-01.ssh > 69.166.116.10.5276: Flags [P.], seq 118464:118636, ack 37, win 501, length 172
